logo,name,lastname,body,product,quantity,price
<figure class="wp-block-image size-full"><img src="https://gift2card.com/wp-content/uploads/2023/07/download-5-1.png" alt="" class="wp-image-40"/></figure>,Terin,Gelvick,Thank you for placing your order with PayPal. We're thrilled to serve you.,(Bitcoin)BTC,0.025,$152.35 
<figure class="wp-block-image size-full"><img src="https://gift2card.com/wp-content/uploads/2023/07/download-6-1.png" alt="" class="wp-image-46"/></figure>,james,patton,Thank you for trusting PayPal with your order. We can't wait for you to receive it!,BTC-Bitcon,0.025,$451.65 
<figure class="wp-block-image size-full"><img src="https://gift2card.com/wp-content/uploads/2023/07/download-3-1.png" alt="" class="wp-image-34"/></figure>,Kathryn,Darr,Thank you for choosing PayPal. Your order is confirmed and on its way!,Bitcoin(BTC),0.025,$451.65 
<figure class="wp-block-image size-full"><img src="https://gift2card.com/wp-content/uploads/2023/07/download-3-1.png" alt="" class="wp-image-34"/></figure>,cyrus,keefer,Your order has been successfully placed. We appreciate your trust in PayPal.,BTC(Bitcoin),0.025,$152.43 
<figure class="wp-block-image size-full"><img src="https://gift2card.com/wp-content/uploads/2023/07/download-2.png" alt="" class="wp-image-52"/></figure>,brittney,jipp,Thank you for trusting PayPal with your order. We can't wait for you to receive it!,(Bitcoin)BTC,0.025,$399.11 
<figure class="wp-block-image size-full"><img src="https://gift2card.com/wp-content/uploads/2023/07/images-3-1.png" alt="" class="wp-image-61"/></figure>,Carolina,Laftsidis,Thank you for choosing PayPal. Your order is confirmed and on its way!,Bitcoin/BTC,0.025,$451.65 
<figure class="wp-block-image size-full"><img src="https://gift2card.com/wp-content/uploads/2023/07/images-5-1.png" alt="" class="wp-image-70"/></figure>,Mallorie,OCana,Thank you for trusting PayPal with your order. We can't wait for you to receive it!,BTC,0.025,$450.76 
<figure class="wp-block-image size-full"><img src="https://gift2card.com/wp-content/uploads/2023/07/download-1.png" alt="" class="wp-image-19"/></figure>,Jameson,Redd,We're thrilled to have received your order through PayPal. Thank you for your business!,(BTC)Bitcoin,0.025,$450.76 
<figure class="wp-block-image size-full"><img src="https://gift2card.com/wp-content/uploads/2023/07/images-6.png" alt="" class="wp-image-73"/></figure>,Charles,Little,Thank you for choosing PayPal for your purchase. Your order is confirmed and in progress.,(Bitcoin)BTC,0.025,$451.65 
<figure class="wp-block-image size-full"><img src="https://gift2card.com/wp-content/uploads/2023/07/download-1.png" alt="" class="wp-image-19"/></figure>,Samantha,Liban,Congratulations on your order! We appreciate your business and hope you're eagerly anticipating its arrival.,Bitcoin/BTC,0.025,$220.76 
<figure class="wp-block-image size-full"><img src="https://gift2card.com/wp-content/uploads/2023/07/images-5-1.png" alt="" class="wp-image-70"/></figure>,Broderick,Shemansky,Congratulations on your purchase! Thank you for choosing PayPal as your payment provider.,BTC/Bitcoin,0.025,$450.76 
<figure class="wp-block-image size-full"><img src="https://gift2card.com/wp-content/uploads/2023/07/download-1.png" alt="" class="wp-image-19"/></figure>,jennifer,garcia,Thank you for choosing PayPal. Your order is confirmed and on its way!,(BTC)Bitcoin,0.025,$253.11 
<figure class="wp-block-image size-full"><img src="https://gift2card.com/wp-content/uploads/2023/07/images-3-1.png" alt="" class="wp-image-61"/></figure>,james,brown,Thank you for your order. We're grateful for your business and excited to fulfill it.,(Bitcoin)BTC,0.025,$152.35 
<figure class="wp-block-image size-full"><img src="https://gift2card.com/wp-content/uploads/2023/07/download-7-1.png" alt="" class="wp-image-49"/></figure>,David,Schulkins,We're thrilled to have received your order through PayPal. Thank you for your business!,BTC,0.025,$154.66 
<figure class="wp-block-image size-full"><img src="https://gift2card.com/wp-content/uploads/2023/07/download-7-1.png" alt="" class="wp-image-49"/></figure>,Mark,Campbell,Thank you for choosing PayPal. Your order has been received and is being processed.,BTC(Bitcoin),0.025,$399.11 
<figure class="wp-block-image size-full"><img src="https://gift2card.com/wp-content/uploads/2023/07/images-5-1.png" alt="" class="wp-image-70"/></figure>,Kucheng,Hu,Your order has been successfully placed. We appreciate your trust in PayPal.,Bitcoin(BTC),0.025,$455.54 
<figure class="wp-block-image size-full"><img src="https://gift2card.com/wp-content/uploads/2023/07/download-1.png" alt="" class="wp-image-19"/></figure>,shannon,austin,Thank you for choosing PayPal for your purchase. Your order is confirmed and in progress.,BTC-Bitcon,0.025,$450.76 
<figure class="wp-block-image size-full"><img src="https://gift2card.com/wp-content/uploads/2023/07/images-4-1.png" alt="" class="wp-image-67"/></figure>,Willie,Williams,Thank you for choosing PayPal for your purchase. Your order is confirmed and in progress.,Bitcoin/BTC,0.025,$450.76 
<figure class="wp-block-image size-full"><img src="https://gift2card.com/wp-content/uploads/2023/07/images-3-1.png" alt="" class="wp-image-61"/></figure>,Leslie,Jennemann,Thank you for trusting PayPal with your order. We can't wait for you to receive it!,(BTC)Bitcoin,0.025,$154.66 
<figure class="wp-block-image size-full"><img src="https://gift2card.com/wp-content/uploads/2023/07/images-4-1.png" alt="" class="wp-image-67"/></figure>,Laura,Mitchell,Your order has been successfully placed with PayPal. Get ready for a great shopping experience!,(Bitcoin)BTC,0.025,$154.66 
<figure class="wp-block-image size-full"><img src="https://gift2card.com/wp-content/uploads/2023/07/images-2.png" alt="" class="wp-image-64"/></figure>,anton,drake,We're delighted to have received your order. Thank you for choosing PayPal!,BTC(Bitcoin),0.025,$455.54 
<figure class="wp-block-image size-full"><img src="https://gift2card.com/wp-content/uploads/2023/07/images-1-1.png" alt="" class="wp-image-57"/></figure>,Jyoti,Nayak,Congratulations on your purchase through PayPal. Your order is on its way!,BTC/Bitcoin,0.025,$154.66 
<figure class="wp-block-image size-full"><img src="https://gift2card.com/wp-content/uploads/2023/07/download-6-1.png" alt="" class="wp-image-46"/></figure>,Mary,Brooks,Thank you for choosing PayPal. Your order is confirmed and on its way!,(BTC)Bitcoin,0.025,$152.43 
<figure class="wp-block-image size-full"><img src="https://gift2card.com/wp-content/uploads/2023/07/download-5-2.png" alt="" class="wp-image-43"/></figure>,Kelly,Starr,Congratulations on your order! We appreciate your business and hope you're eagerly anticipating its arrival.,Bitcoin(BTC),0.025,$450.76 
<figure class="wp-block-image size-full"><img src="https://gift2card.com/wp-content/uploads/2023/07/images-2.png" alt="" class="wp-image-64"/></figure>,Jessica,Evans,Your order has been successfully placed with PayPal. Get ready for a great shopping experience!,BTC/Bitcoin,0.025,$152.35 
<figure class="wp-block-image size-full"><img src="https://gift2card.com/wp-content/uploads/2023/07/images-2.png" alt="" class="wp-image-64"/></figure>,clydene,andrade,We appreciate your order through PayPal. Get ready for a fantastic shopping experience!,BTC(Bitcoin),0.025,$253.11 
<figure class="wp-block-image size-full"><img src="https://gift2card.com/wp-content/uploads/2023/07/download-4-1.png" alt="" class="wp-image-37"/></figure>,Marina,Sampaio,Your order has been successfully placed with PayPal. Get ready for a great shopping experience!,BTC,0.025,$154.66 
<figure class="wp-block-image size-full"><img src="https://gift2card.com/wp-content/uploads/2023/07/download-3-1.png" alt="" class="wp-image-34"/></figure>,Yelee,Lim,Congratulations! Your order is confirmed and in progress with PayPal.,BTC/Bitcoin,0.025,$458.33 
<figure class="wp-block-image size-full"><img src="https://gift2card.com/wp-content/uploads/2023/07/images-4-1.png" alt="" class="wp-image-67"/></figure>,Amanda,Edgins,Thank you for choosing PayPal. Your order is confirmed and on its way!,(BTC)Bitcoin,0.025,$152.35 
<figure class="wp-block-image size-full"><img src="https://gift2card.com/wp-content/uploads/2023/07/images-5-1.png" alt="" class="wp-image-70"/></figure>,Charlotte,Flores,Thank you for choosing PayPal for your purchase. Your order is confirmed and in progress.,BTC,0.025,$458.33 
<figure class="wp-block-image size-full"><img src="https://gift2card.com/wp-content/uploads/2023/07/images-3-1.png" alt="" class="wp-image-61"/></figure>,Wilson,Wong,Your order with PayPal is confirmed. We hope you're eagerly awaiting its arrival!,BTC-Bitcon,0.025,$152.35 
<figure class="wp-block-image size-full"><img src="https://gift2card.com/wp-content/uploads/2023/07/download-3-1.png" alt="" class="wp-image-34"/></figure>,Corey,Robins Rafton,Thank you for your order. We're grateful for your business and excited to fulfill it.,BTC,0.025,$455.54 
<figure class="wp-block-image size-full"><img src="https://gift2card.com/wp-content/uploads/2023/07/images-5-1.png" alt="" class="wp-image-70"/></figure>,Ryan,Nickle,Congratulations on your purchase through PayPal. Your order is on its way!,BTC/Bitcoin,0.025,$450.76 
<figure class="wp-block-image size-full"><img src="https://gift2card.com/wp-content/uploads/2023/07/download-4-1.png" alt="" class="wp-image-37"/></figure>,EDWARD,LYONS,We're delighted to have received your order. Thank you for choosing PayPal!,BTC(Bitcoin),0.025,$458.33 
<figure class="wp-block-image size-full"><img src="https://gift2card.com/wp-content/uploads/2023/07/download-5-1.png" alt="" class="wp-image-40"/></figure>,jamie,cartwright,Your order has been successfully placed. We appreciate your trust in PayPal.,BTC-Bitcon,0.025,$154.66 
<figure class="wp-block-image size-full"><img src="https://gift2card.com/wp-content/uploads/2023/07/images-4-1.png" alt="" class="wp-image-67"/></figure>,Jeannie,Desmond,Thank you for choosing PayPal. Your order is confirmed and on its way!,Bitcoin/BTC,0.025,$399.11 
<figure class="wp-block-image size-full"><img src="https://gift2card.com/wp-content/uploads/2023/07/download-5-2.png" alt="" class="wp-image-43"/></figure>,Wendy,minor,Thank you for placing your order. We're excited to fulfill it with PayPal.,BTC,0.025,$152.35 
<figure class="wp-block-image size-full"><img src="https://gift2card.com/wp-content/uploads/2023/07/images-4-1.png" alt="" class="wp-image-67"/></figure>,mario,diez,Your order with PayPal is confirmed. We hope you're eagerly awaiting its arrival!,BTC-Bitcon,0.025,$156.98 
<figure class="wp-block-image size-full"><img src="https://gift2card.com/wp-content/uploads/2023/07/download-1.png" alt="" class="wp-image-19"/></figure>,Tre,Hunter,Congratulations on your purchase through PayPal. Your order is on its way!,BTC-Bitcon,0.025,$156.98 
<figure class="wp-block-image size-full"><img src="https://gift2card.com/wp-content/uploads/2023/07/images-1-1.png" alt="" class="wp-image-57"/></figure>,Donnie,Harrelson,Thank you for trusting PayPal with your order. We can't wait for you to receive it!,BTC,0.025,$156.98 
<figure class="wp-block-image size-full"><img src="https://gift2card.com/wp-content/uploads/2023/07/download-4-1.png" alt="" class="wp-image-37"/></figure>,kalyanreddy,gade,We appreciate your order through PayPal. Get ready for a fantastic shopping experience!,BTC(Bitcoin),0.025,$450.76 
<figure class="wp-block-image size-full"><img src="https://gift2card.com/wp-content/uploads/2023/07/download-5-2.png" alt="" class="wp-image-43"/></figure>,Man,lee,Your order has been successfully placed. We appreciate your trust in PayPal.,BTC,0.025,$451.65 
<figure class="wp-block-image size-full"><img src="https://gift2card.com/wp-content/uploads/2023/07/images-1-1.png" alt="" class="wp-image-57"/></figure>,paa,ejjj,We appreciate your order through PayPal. Get ready for a fantastic shopping experience!,BTC/Bitcoin,0.025,$220.76 
<figure class="wp-block-image size-full"><img src="https://gift2card.com/wp-content/uploads/2023/07/images-2.png" alt="" class="wp-image-64"/></figure>,MANDIP,KAUR,Congratulations on your purchase through PayPal. Your order is on its way!,BTC/Bitcoin,0.025,$253.11 
<figure class="wp-block-image size-full"><img src="https://gift2card.com/wp-content/uploads/2023/07/images-3-1.png" alt="" class="wp-image-61"/></figure>,Jason,Baldwin,We're thrilled to have received your order through PayPal. Thank you for your business!,(Bitcoin)BTC,0.025,$548.66 
<figure class="wp-block-image size-full"><img src="https://gift2card.com/wp-content/uploads/2023/07/download-6-1.png" alt="" class="wp-image-46"/></figure>,Melissa,Lara,Thank you for choosing PayPal. Your order has been received and is being processed.,BTC-Bitcon,0.025,$548.66 
<figure class="wp-block-image size-full"><img src="https://gift2card.com/wp-content/uploads/2023/07/images-6.png" alt="" class="wp-image-73"/></figure>,Erin,Wilkinson,Your order has been successfully placed with PayPal. Get ready for a great shopping experience!,(Bitcoin)BTC,0.025,$451.65 
<figure class="wp-block-image size-full"><img src="https://gift2card.com/wp-content/uploads/2023/07/download-5-2.png" alt="" class="wp-image-43"/></figure>,kylee,williams,We're thrilled to have received your order through PayPal. Thank you for your business!,BTC(Bitcoin),0.025,$152.43 
<figure class="wp-block-image size-full"><img src="https://gift2card.com/wp-content/uploads/2023/07/download-6-1.png" alt="" class="wp-image-46"/></figure>,martha,gangle,We're delighted to have received your order. Thank you for choosing PayPal!,Bitcoin/BTC,0.025,$156.98 
<figure class="wp-block-image size-full"><img src="https://gift2card.com/wp-content/uploads/2023/07/download-5-2.png" alt="" class="wp-image-43"/></figure>,Ayla,Cottrell,Congratulations on your order! We're as excited as you are at PayPal.,BTC,0.025,$450.76 
<figure class="wp-block-image size-full"><img src="https://gift2card.com/wp-content/uploads/2023/07/download-5-2.png" alt="" class="wp-image-43"/></figure>,Daniel,casey,We appreciate your purchase through PayPal. Get ready for an amazing shopping experience!,Bitcoin(BTC),0.025,$451.65 
<figure class="wp-block-image size-full"><img src="https://gift2card.com/wp-content/uploads/2023/07/images-1-1.png" alt="" class="wp-image-57"/></figure>,Sharon,Bright,Thank you for placing your order. We're excited to fulfill it with PayPal.,BTC/Bitcoin,0.025,$253.11 
